id,origin,title,author,description
3869,Canadian,Rescued in a Wedding Dress,Cara Colter,Charity worker Molly Michaels can't resist trying on a donated wedding dress. It's her dream to be a bride draped in satin and silkóbut not for the zipper to ...
3870,Canadian,Rescuing His Secret Child,Maggie K. Black,"A train heist unearths family secretsThe next exciting True North Heroes storyTrapped with armed hijackers aboard a speeding train, Nick Henry is determined to ..."
3871,Canadian,Rest is Silence,Scott Fotheringham,"FinalistAmazon.ca First Novel AwardJim Connors Dartmouth Book AwardOttawa Book Award""A fascinating and complex plot. . . . Fotheringham holds the tension to ..."
3872,Canadian,"Resurrection of Joseph Bourne, The",Jack Hodgins,"In this new edition of Jack Hodgins' Governor General?winning novel (for 1979), the reader is taken into the everyday eccentricities of life in Port Annie on ..."
3873,Canadian,Retina Green,Reinhard Filter,"Henry, an up and coming executive, obeys his employer and stonewalls a coroner's inquest into the death of a young girl. This results in the grief-stricken ..."
3874,Canadian,RETOMAR LA PASI√ìN,Donna Alward,"La guerra lo hab?cambiado, pero ella conquistar?de nuevo su coraz??r&gt;Jonas Kirkpatrick se hab?marchado del pueblo sin mirar atr?para convertirse en soldado, ..."
3875,Canadian,Retribution,Carmen Rodriguez,"When Vancouver-based artist Tania receives a letter suggesting that her biological father may not be the man she has always known as such, her world turns ..."
3876,Canadian,Retro Girl,T.D. Thompson,"Fitting in with the gang at high school is never easy. Or, as Ari notes, ""Being a loser is bad enough; being a loser with a crazy mother is even worse."" Ari ..."
3877,Canadian,Return of the Crimson Guard,Ian C. Esslemont,"Casting thrilling new light onto an extraordinary creation, this is the second epic fantasy novel from the co-creator of the Steven Erikson world of Malaz.The ..."
3878,Canadian,Return of the Native,Jonathan Butler,"Kissing the big-city life goodbye, Udo Nomi retu s to Newfoundland from Toronto for a once-in-a-lifetime chance to be a hero for his people to help free The ..."
3879,Canadian,Return of the Prodigal Gilvry,Ann Lethbridge,"BEHIND THE HIGHLANDER'S SCARS? ;Reeling from betrayal, the once devastatingly handsome Andrew Gilvry has returned to Scottish shores to fulfill a promise made ..."
3880,Canadian,"Return, The",Dany Laferriere,"From the Prix Medicis winner comes a haunting meditation on the nature of identity. ;Dany Laferriere's most celebrated book since How to Make Love to a Negro,  ..."
3881,Canadian,Return to Arcadia,H. Nigel Thomas,"When at age 51, Joshua Eclairóvictim of a pygmalianism gone awryóemerges from amnesia in a hospital in Montreal, he must explore what makes him want to ..."
3882,Canadian,Return to Spinner's Inlet,Don Hunter,"A collection of connected short stories set in a fictional town in BC's Gulf Islands where attitude is everything, and everybody has one.For years, ..."
3883,Canadian,Reunited for the Billionaire's Legacy,Jennifer Hayward,"Petition for divorce?denied! ;Diana Taylor's marriage to playboy Coburn Grant was short, passionate and blazed brightly until the reality of their different ..."
3884,Canadian,Reunited with the Cowboy,Carolyne Aarsen,Second Chance at Love ;Heather Bannister is back in Montana for her sister's wedding. But returning to Refuge Ranch brings her face-to-face with a past best ...
3885,Canadian,Reunited with the Lassiter Bride,Barbara Dunlop,"Wedding bells ring in USA TODAY bestselling author Barbara Dunlop's DYNASTIES: THE LASSITERS tale. ;In the fight sparked by her late father's will, Angelica ..."
3886,Canadian,reV,Madeline Ashby,"In the final instalment of the influential Machine Dynasty series, the rapture for which the self-replicating humanoids were engineered finally comes to pass. ..."
3887,Canadian,Revenant,Tristan Hughes,"Tristan Hughes pieces together memories of childhoods and uncovers the secrets and betrayals of friendship with thoughtful, shocking brilliance.  ;In a remote ..."
3888,Canadian,Revenge Fantasies of the Politically Dispossessed,Jacob Wren,"Set in a dystopian near-future, Revenge Fantasies of the Politically Dispossessed is a novel ""ì a kind of post-capitalist soap opera ""ì about a group of ..."
3889,Canadian,Revenge of the Grand Narrative,Richard Rosenbaum,"The oldest man in the world, an activist with a suspiciously persuasive singing voice, and the author of the most anticipated debut novel ever...are three ..."
3890,Canadian,Revenge of the Lobster Lover,Hilary MacLeod,"It's lobster season at The Shores, a fishing village isolated from The Island in a storm surge. Parker, a collector of antiquities, has moved there with his ..."
3891,Canadian,Revenge of the Vinyl Cafe,Stuart McLean,The world can be a perilous place. And the seemingly friendly world of Canada's favourite fictional family is no different. Everyone is afraid of something: ...
3892,Canadian,"Reverse Cowgirl, The",David Whitton,"Keen, intense, darkly comic, and accident-prone, the short fictions of David Whitton are full of sullen underdogs: his characters clean up real nice, but can't ..."
3893,Canadian,Rewrite,Temenuga Trifonova,"Rewrite, an intellectual mystery, follows Bruno Leblon, a history lecturer at a Paris university, during a six week long winter break as he tries to do ..."
3894,Canadian,Rich and Poor,Jacob Wren,"Who hasn't, at one time or another, considered killing a billionaire?Following on the critical success of his novel Polyamorous Love Song (BookThug, 2014; ..."
3895,Canadian,Ridgerunner,Gil Adamson,"Part literary Western and part historical mystery, Ridgerunner is the follow-up to Gil Adamson's award-winning and critically acclaimed novel The Outlander. ..."
3896,Canadian,Riel Street,Colette Maitland,"Sensitive but unsentimental, this novel about a Canadian military family in the period between Expo 67 and the assassination of Pierre LaPorte in 1970, is a ..."
3897,Canadian,Right Away Monday,Joel Thomas Hynes,"Clayton Reid, a would-be playwright and sometimes bartender, is downtown St. John's iconic man-about-town. Near-crippled by booze, drugs and dirty sex, ..."
3898,Canadian,Rights of Man,Thomas Paine,"Advocating equality, meritocracy, and social responsibility in plain language, Thomas Paine galvanized tens of thousands of readers and changed the framework ..."
3899,Canadian,Rigor Amortis,Jaym Gates,"Zombie Romance - tales of the undead - romance, revenge, risk and raunch. Maybe a tender love story is your thing, a husband doting on his wife's rotting ..."
3900,Canadian,Rilla of Ingleside,L.M. Montgomery,"First published in 1921, Rilla of Ingleside is one of the only contemporary depictions in Canadian fiction of women on the home front during the First World ..."
3901,Canadian,Rising Above,Genevieve Fortin,"As an engineering geologist, Anais (Ana) Bloom is thrilled when she arrives in Sainte-Luce-Sur-Mer to study the effects of climate changes and rising sea ..."
3902,Canadian,Rising Darkness,Shannon Mayer,"The ninth book in Shannon Mayer's USA Today bestselling Rylee Adamson urban fantasy/paranormal romance series, available to the trade for the first time. ..."
3903,Canadian,"Rising Sun, Falling Shadow",Daniel Kalla,"Espionage and betrayal become part of one family's struggle to surviveóthe sequel to the bestselling author's The Far Side of the SkyIt's 1943, and the ..."
3904,Canadian,Risk It All,Anna Perrin,"Trapped in the crosshairs, one couple faces a deadly mission?and a dangerous passion ; ;When a routine case goes bad, private investigator Brooke Rogers is ..."
3905,Canadian,Rite of Passage,Michel Tremblay,"At the crossroads at the end of childhood, Nana faces the hectic passing of her adolescence and the arrival of new responsibilities as her grandmother ..."
3906,Canadian,Rituals,Kelley Armstrong,"The fifth book and the exciting conclusion to bestselling author Kelley Armstrong's ""impossible-to-put-down"" Cainsville series, in which she mixes hard-hitting ..."
3907,Canadian,River City,John Farrow,"On the night of the ""Rocket Richard Riot""ù in 1955, the legendary Cartier Dagger is stolen from its protective glass case in Montreal's imposing Sun Life ..."
3908,Canadian,River of Gold,Susan  Dobbie,"In this sequel to the best-selling novel When Eagles Call, two Hawaiian labourers - Kimo Kanui and his friend Moku - end their contract with the Hudson's Bay ..."
3909,Canadian,River of Lies,R.M. Greenaway,"In rain-drenched Vancouver, detectives Dion and Leith work to separate truth from lies in two seemingly unrelated cases.February is the month of romance, but ..."
3910,Canadian,River of Stars,Guy Gavriel Kay,"From the bestselling author of Under Heaven comes an epic of prideful emperors, battling courtiers, nomadic invasions, and of a woman fighting to find her ..."
3911,Canadian,River of Strangers,Frank Parker Day,"Man-tay-seepee (River of Strangers) is the Cree name for the Churchill River in Manitoba, where this novel takes place. The title sets the tone for this ..."
3912,Canadian,River of Tears,Linda Ducharme,"Young Doctor Doris Kairborn is too devoted to her work to be drawn into a patient's life. Yet when she meets Meg Featherchild, an elderly and haunted ..."
3913,Canadian,River of the Brokenhearted,David Adams Richards,"From David Adams Richards, winner of the Giller Prize and the Governor General's Award, comes a magnificent and haunting novel about the entwinement of ..."
3914,Canadian,Riviera Blues,Jack Batten,"Crang, the smart (and often smartass) criminal lawyer, finds himself embroiled in a mystery while on vacation on the French Riviera.Like all the criminal ..."
3915,Canadian,Road Ends,Mary Lawson,"He listened as their voices faded into the rumble of the falls. He was thinking about the lynx. The way it had looked at him, acknowledging his existence, ..."
3916,Canadian,Road to Atlantis,Leo Brent Robillard,"Following the coast on their summer vacation, the Henrys stop at the beach to break up the monotony of their road trip. Matty and Nat build castles in the ..."
3917,Canadian,"Road to Ganneious, The",Gerald Richardson Brown,"This story, told through fact and fiction, is about the life and times of the ancestors of one Canadian family in their journey from deep in the mountains of ..."
3918,Canadian,Road to Thunder Hill,Connie Barnes Rose,"Over the years Trish and Ray have forged a stable family life, despite a rocky beginning almost twenty years earlier ó living with their friends on a communal ..."
3919,Canadian,Road Warrior,Vivian Meyer,"Abby Faria returns from an extended vacation/work holiday in BC to discover that her friend, Maria is having marital problems, problems that are affecting her ..."
3920,Canadian,Roanoke Ridge,J.J. Dupuis,There's been a string of Bigfoot sightings in Roanoke Ridge. Do they have something to do with the body in the woods?When Bigfoot researcher Professor Berton ...
3921,Canadian,"Roar of the Crowd, The",Janice MacDonald,"Wherever Randy Craig goes, trouble seems to follow. With the help of her friend Denise, Randy has landed a summer job with a high school theatre program linked ..."
3922,Canadian,Rob Macnab,Frank Baird,"Named after the ship that brought nearly 200 Highland Scots to the wilderness of Pictou and West River, Nova Scotia, in 1773, ""Hector"" Davie narrates this tale ..."
3923,Canadian,Roch Carrier's La Guerre Trilogy,Roch Carrier,"The A List edition of one of the major achievements in recent Quebec literature ó Roch Carrier's La Guerre trilogy is a vital, moving, and assured portrait ..."
