id,origin,book,details,character_count,word_count
1129,Canadian,Choose Your Own Misery: The Holidays by Mike MacDonald,"Choose Your Own Misery: The Holidays by Mike MacDonald: From The Onion alum writers Mike MacDonald and Jilly Gagnon comes a hilarious choose-your-own-path story to ruin your holiday spirit. ""Bah! Humbug! An ideal ...",,
1130,Canadian,Choose Your Own Misery: The Office by Mike MacDonald,"Choose Your Own Misery: The Office by Mike MacDonald: You have endless choices...but few real options.Hungover and stuck at a job you hate, will you show up for your big presentation, or duck out with Debby, the ...",,
1131,Canadian,Chorus of Mushrooms: 20th Anniversary Edition by Hiromi Goto,"Chorus of Mushrooms: 20th Anniversary Edition by Hiromi Goto: Since its publication in 1994, Hiromi Goto's Chorus of Mushrooms has been recognized as a true classic of Asian Canadian literature. One of the initial entries ...",,
1132,Canadian,"Chris Eaton, a Biography by Chris Eaton","Chris Eaton, a Biography by Chris Eaton: Haven't we all been driven, at some point, to Google ourselves? And what did you find? That there are people out there who seem to have something in common ...",,
1133,Canadian,Christmas at the Tycoon's Command by Jennifer Hayward,Christmas at the Tycoon's Command by Jennifer Hayward: Billionaire boss's festive seduction! Shy Chloe Russo is dreading her first Christmas running the family business. Working with Nico Di Fiore is the last ...,,
1134,Canadian,Christmas at the Vinyl Cafe by Stuart McLean,"Christmas at the Vinyl Cafe by Stuart McLean: Come share Christmas with your friends at the Vinyl CafeChristmas has always been a special time at the Vinyl Cafe. For two decades, ;Stuart McLean travelled ...",,
1135,Canadian,Christmas Blackout by Maggie K. Black,Christmas Blackout by Maggie K. Black: NO WAY OUT ;The last thing Benjamin Duff needs is to be stranded at his friend Piper Lawrence's bed-and-breakfast with a dangerous intruder. But when he stops ...,,
1136,Canadian,Christmas Eve on a Haunted Hulk by Frank Cowper,"Christmas Eve on a Haunted Hulk by Frank Cowper: Reading a ghost story on Christmas Eve was once as much a part of traditional Christmas celebrations as turkey, eggnog, and Santa Claus.When he finds an ...",,
1137,Canadian,Christmas in the Harbour by Victoria Barbour,Christmas in the Harbour by Victoria Barbour:  ;There's no place like home for the holidays . . . unless Old Man Winter has other plans.Hannah Nolan loves to loathe her devil-may-care roommate. Or maybe ...,,
1138,Canadian,Christmas on the Ranch by Arlene James,Christmas on the Ranch by Arlene James: Cowboys for Christmas The Rancher's Christmas Baby by Arlene James The quiet holiday season Dixon Lyons had planned is abruptly derailed when his long-absent ...,,
1139,Canadian,Christmas Treasures by Lisa Ivany,Christmas Treasures by Lisa Ivany: Lisa Ivany and Robert Hunt have produced another memorable collection of short stories. The stories contained herein focus on the Christmas season as it is ...,,
1140,Canadian,Christmas Under Fire by Michelle Karl,Christmas Under Fire by Michelle Karl: Mission: Survive the HolidaysA Mountie Brotherhood storyCally Roslin came to northern British Columbia to enjoy a charming Canadian Christmasuntil somebody ...,,
1141,Canadian,Christmas Under Western Skies by Anna Schmidt,Christmas Under Western Skies by Anna Schmidt: A Prairie Family Christmas by Anna SchmidtA thriving homestead in South Dakota Territory is Julianne Cooper's dearest wish. Can the war-weary chaplain she ...,,
1142,Canadian,Christmas with Daddy by C.J. Carmichael,"Christmas with Daddy by C.J. Carmichael: But he's used to solving crimesnot changing diapers! So when he has sudden custody of Mandy, Nick is totally out of his element. Luckily his neighbor, ...",,
1143,Canadian,Christmas Witness Protection by Maggie K. Black,"Christmas Witness Protection by Maggie K. Black: A witness targeted""¦and on the runThe first Protected Identities novelWhen key witness Corporal Holly Asher is abducted, Detective Noah Wilder risks ...",,
1144,Canadian,Chrome Kisses by Jamie  Popowich,"Chrome Kisses by Jamie  Popowich: We live in the times of Chrome Kisses. A generation set adrift, with broken hearts, empty pockets, and pestering mothers. Where the only way to make a buck is ...",,
1145,Canadian,Chronicles of a Mid-Life Crisis by Robyn Harding,"Chronicles of a Mid-Life Crisis by Robyn Harding: Trent and Lucy have created the perfect life together. So Lucy is blindsided when, after 16 years of marriage, Trent tells her he's leaving. Crushed, she ...",,
1146,Canadian,Chrysanthe by Yves Meynard,"Chrysanthe by Yves Meynard: Christine, the princess and heir to the real world of Chrysanthe, is kidnapped as a small child by a powerful magician and exiled in a Made World that is a ...",,
1147,Canadian,Cibou by Susan Young de Biagi,"Cibou by Susan Young de Biagi: Sensitive and enlightening, Cibou is set in 17th-century Mi'kma'ki, territory of the Mi'kmaq of Maritime Canada. The story is that of a young Mi'kmaw ...",,
1148,Canadian,CÃ®hcÃªwÃªsin by Neal McLeod,"CÃ®hcÃªwÃªsin by Neal McLeod: The Cree word cÃ®hcÃªwÃªsin means a ""twisting echo"". CÃ®hcÃªwÃªsin: New Fiction and Poetry from Indigenous Saskatchewan, edited by Neal McLeod features over ...",,
1149,Canadian,Cinderella's Royal Seduction by Dani Collins,"Cinderella's Royal Seduction by Dani Collins: His until midnightWill she wear his crown?Sopi is exhausted! With Prince Rhys Charlemaine staying nearby, the luxury spa she calls home is overflowing with ...",,
1150,Canadian,Cipher by John Jantunen,Cipher by John Jantunen: A high school football star who chooses a tour of duty in Afghanistan over a potentially lucrative career in the pros. A woman whose career as a nine-ball ...,,
1151,Canadian,Circle of Stones by Suzanne Alyssa Andrew,"Circle of Stones by Suzanne Alyssa Andrew: Nik is an eccentric art student obsessed with painting his dancer girlfriend, Jennifer. When one day she inexplicably disappears, Nik's world is shattered. ...",,
1152,Canadian,Circle Tide by Rebecca K. Rowe,"Circle Tide by Rebecca K. Rowe: The tale of two unlikely companions cast together in a mystery, and a mission to save their planet. Noah is a rebellious son of privilege caught up in a brutal ...",,
1153,Canadian,Circus by Claire Battershill,"Circus by Claire Battershill: A dazzling collection of award-winning stories with the emotional punch, sharp wit, and disarming charm of Rebecca Lee, Karen Russell, Neil Smith, and Jessica ...",,
1154,Canadian,Cissy by Dave Deveau,"Cissy by Dave Deveau: Cissy is a collection of three plays on gender and young LGBTQ+ folk by the acclaimed playwright Dave Deveau. In Nelly Boy, an unknown man sits in a ...",,
1155,Canadian,Cities of Refuge by Michael Helm,"Cities of Refuge by Michael Helm: In Cities of Refuge, Michael Helm's keenly anticipated new novel, a single act of violence resonates through several lives, connecting closeby fears to ...",,
1156,Canadian,City Called July by Howard Engel,"City Called July by Howard Engel: When Rabbi Meltzer and the President of Grantham's synagogue knock on Benny's office door, they aren't looking to sell raffle tickets. Of that much, ...",,
1157,Canadian,City of Fallen Angels by Howard Engel,"City of Fallen Angels by Howard Engel: It's 1940. Canadian journalist Mike Ward, fresh off assignments in Paris, London, Moscow, and Berlin, thinks he's seen it all: the rise of charismatic ...",,
1158,Canadian,City Of Ice by John Farrow,"City Of Ice by John Farrow: Montreal has been damaged by political uncertainty overseparatism, and violent turf wars leave the police forcestruggling to keep the city safe. Even ...",,
1159,Canadian,City of Saints by Andrew Hunt,"City of Saints by Andrew Hunt: To the outside observer, Salt Lake City might seem to be the squeaky-clean ""City of Saints""its nickname since Mormon pioneers first arrived. Its wide roads, ...",,
1160,Canadian,City of Shadows by Ariana Franklin,"City of Shadows by Ariana Franklin: Berlin, 1922: A city of fading beauty plagued by unemployment and rampant inflation becomes home to a growing number of refugees. Esther Solomonova survives by ...",,
1161,Canadian,City of Sinners by D.C. Ian,"City of Sinners by D.C. Ian: In this highly charged novel, D.C. Iannuzzi takes readers on a wild ride, as authorities attempt to thwart a bomb threat instigated by an anonymous terrorist ...",,
1162,Canadian,City of the Lost by Kelley Armstrong,"City of the Lost by Kelley Armstrong: Where would you go if you suddenly had to disappear? In her new bestselling thriller, City of the Lost, our New York Times and Globe and Mail bestselling ...",,
1163,Canadian,City of Windows by Robert Pobi,"City of Windows by Robert Pobi: ""City of Windows is moving, breathtakinga great entertainment."" The Wall Street Journal""A tough, wise, knowing narrative voice, a great plot, a great ...",,
1164,Canadian,City's Gates by Peter Dube,City's Gates by Peter Dube: What lurks in the shadow of the 99%? ;Montreal is gearing up for the World Economic Forum. On one side are those preparing to welcome the policymakers and ...,,
1165,Canadian,City Wolves by Dorris Heffron,"City Wolves by Dorris Heffron: A moving historical tale and remarkable literary achievement, City Wolves is the story of Canada's first woman veterinarian, Meg Wilkinson. Born in 1870 on a ...",,
1166,Canadian,Civic Square by Scott Symons,"Civic Square by Scott Symons: Written as letters addressed to ""Dear Reader,"" Civic Square is symphonic in its range of tone and style. Largely satiric, it is the story of a man who finds ...",,
1167,Canadian,Civil Blood by Meredith Stephure,"Civil Blood by Meredith Stephure: On November 5th, 1688, Protestant Prince William of Orange answered the call of nobles and churchmen to come and ""rescue the nation"" from the Catholicism of ...",,
1168,Canadian,Claiming the Cowboy's Heart by Linda Ford,"Claiming the Cowboy's Heart by Linda Ford: A Haven Out West ;After witnessing her fiance's murder, Jayne Gardiner won't let herself be caught on the wrong side of a gun again. But a disastrous first ...",,
1169,Canadian,Claiming the Royal Innocent by Jennifer Hayward,"Claiming the Royal Innocent by Jennifer Hayward: Found ;When Aleksandra Dimitriou is revealed as the secret daughter of Akathinia's former king, she's torn from her comfortable existence and thrust into the ...",,
1170,Canadian,Clan of the Dungsniffers by Lee Danielle Hubbard,Clan of the Dungsniffers by Lee Danielle Hubbard: The Radiance is a mystical object of prayer and devotion. It's shattering can only incur punishment most dire. So this unlikely clan of conspirators embark on ...,,
1171,Canadian,"Clap for Cadence, A by R.W. Dunlop","Clap for Cadence, A by R.W. Dunlop: Whether it's a middle-aged man travelling to Mexico in search of a troubled sister or a thirty-something restaurant manager trying desperately to hold her ...",,
1172,Canadian,Clara by Kurt Palka,"Clara by Kurt Palka: A sweeping tale of love and friendship, for readers of Suite Francaise, The Reader, and The Imposter Bride.  ; ; ; ; ;Clara Herzog is a privileged, intelligent, ...",,
1173,Canadian,Clara Awake by Melinda Vandenbeld Giles,"Clara Awake by Melinda Vandenbeld Giles: Ever since anthropology PhD student Clara Lemont started researching the African-Brazilian religion of OdÃ¹n, her days and nights became filled with dreams of ...",,
1174,Canadian,Clara Callan by Richard B. Wright,Clara Callan by Richard B. Wright: Richard B. Wright's celebrated novel is the powerful and moving story of two small-town sisters and their life-changing experiences on the eve of the Second ...,,
1175,Canadian,Claremont by Wiebke von Carolsfeld,"Claremont by Wiebke von Carolsfeld: How to survive the unthinkable? This is the question nine-year-old Tom has to face after witnessing his parent's murder-suicide. After the horrific event, Tom ...",,
1176,Canadian,Class Mom by Laurie Gelman,Class Mom by Laurie Gelman: Laurie Gelman's clever debut novel about a year in the life of a kindergarten class moma brilliant send-up of the petty and surprisingly cutthroat terrain ...,,
1177,Canadian,Class Warfare by D.M. Fraser,"Class Warfare by D.M. Fraser: D.M. Fraser, one of Canada's best unknown writers, was born in Stellarton, Nova Scotia, the son of a Presbyterian minister and an English teacher. He moved on ...",,
